Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,SalePrice,House_Age,Years_Since_Modified,Garage_Age,TotalBaths,LivingArea,PorchDeckSF
57,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4,3,1,6,649,1,0,321,970,GasA,5,1,SBrkr,983,756,0,1739,1,0,2,1,3,1,4,5,0,0,Attchd,3,480,3,3,Y,115,0,0,0,0,0,0,NoFence,None,0,172500,10,9,10.0,2.5,2709,115
58,60,RL,89.0,11645,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0,1,0,860,860,GasA,5,1,SBrkr,860,860,0,1720,0,0,2,1,3,1,4,5,0,0,Attchd,2,565,3,3,Y,0,70,0,0,0,0,0,NoFence,None,0,196500,2,2,2.0,2.5,2580,70
59,60,RL,66.0,13682,Pave,NoAlley,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,5,3,PConc,5,3,4,1,0,1,0,1410,1410,GasA,5,1,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,4,5,1,4,BuiltIn,3,641,3,3,Y,192,0,37,0,0,0,0,NoFence,None,0,438780,0,0,0.0,3.5,4355,229
60,20,RL,60.0,7200,Pave,NoAlley,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,3,5,632,1,0,148,780,GasA,5,1,SBrkr,780,0,0,780,0,0,1,0,2,1,3,5,0,0,Detchd,1,352,3,3,Y,196,0,0,0,0,0,0,MnPrv,None,0,124900,36,36,35.0,1.0,1560,196
61,20,RL,63.0,13072,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,5,941,1,0,217,1158,GasA,5,1,SBrkr,1158,0,0,1158,1,0,1,1,3,1,4,5,0,0,Detchd,1,576,3,3,Y,0,50,0,0,0,0,0,NoFence,None,0,158000,2,2,0.0,1.5,2316,50
62,75,RM,60.0,7200,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,2,1,1,0,1,0,530,530,GasA,3,0,SBrkr,581,530,0,1111,0,0,1,0,3,1,2,5,0,0,Detchd,1,288,3,3,N,0,0,144,0,0,0,0,NoFence,None,0,101000,87,11,72.0,1.0,1641,144
63,120,RL,44.0,6442,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,4,3,PConc,4,4,2,6,24,1,0,1346,1370,GasA,5,1,SBrkr,1370,0,0,1370,0,0,2,0,2,1,4,5,1,4,Attchd,2,484,3,3,Y,120,49,0,0,0,0,0,NoFence,None,0,202500,1,1,1.0,2.0,2740,169
64,70,RM,50.0,10300,Pave,NoAlley,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3,3,1,1,0,1,0,576,576,GasA,4,1,SBrkr,902,808,0,1710,0,0,2,0,3,1,3,5,0,0,Detchd,1,480,3,3,Y,12,11,64,0,0,0,0,GdPrv,None,0,140000,89,60,20.0,2.0,2286,87
65,60,RL,69.29690605915485,9375,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,3,3,PConc,4,3,1,6,739,1,0,318,1057,GasA,5,1,SBrkr,1057,977,0,2034,1,0,2,1,3,1,4,5,0,0,Attchd,2,645,3,3,Y,576,36,0,0,0,0,0,GdPrv,None,0,219500,12,11,11.0,2.5,3091,612
66,60,RL,76.0,9591,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,4,3,PConc,5,3,3,1,0,1,0,1143,1143,GasA,5,1,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,4,5,1,4,BuiltIn,2,852,3,3,Y,192,151,0,0,0,0,0,NoFence,None,0,317000,3,2,3.0,2.5,3616,343
67,20,RL,83.04043823301978,19900,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,3,3,CBlock,4,3,4,6,912,1,0,1035,1947,GasA,3,1,SBrkr,2207,0,0,2207,1,0,2,0,3,1,3,4,1,4,Attchd,2,576,3,3,Y,301,0,0,0,0,0,0,NoFence,None,0,180000,40,21,40.0,2.0,4154,301
68,20,RL,72.0,10665,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,4,3,PConc,4,3,3,6,1013,1,0,440,1453,GasA,5,1,SBrkr,1479,0,0,1479,1,0,2,0,3,1,4,5,0,0,Attchd,2,558,3,3,Y,144,29,0,0,0,0,0,NoFence,None,0,226000,4,4,4.0,2.0,2932,173
69,30,RM,47.0,4608,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,1,0,1,0,747,747,GasA,3,1,SBrkr,747,0,0,747,0,0,1,0,2,1,3,5,0,0,Attchd,1,220,3,3,Y,0,0,0,0,0,0,0,NoFence,None,0,80000,65,60,65.0,1.0,1494,0
70,50,RL,81.0,15593,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,Gable,CompShg,BrkFace,AsbShng,None,0.0,4,3,CBlock,3,3,1,4,603,1,0,701,1304,GasW,3,1,SBrkr,1304,983,0,2287,0,0,2,0,3,1,3,5,1,3,Attchd,3,667,3,3,Y,0,21,114,0,0,0,0,NoFence,None,0,225000,53,53,53.0,2.0,3591,135
71,20,RL,95.0,13651,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,3,4,CBlock,4,3,4,5,1880,1,0,343,2223,GasA,5,1,SBrkr,2223,0,0,2223,1,0,2,0,3,1,3,5,2,4,Attchd,3,516,3,3,Y,300,0,0,0,0,0,0,NoFence,None,0,244000,34,34,34.0,2.0,4446,300
72,20,RL,69.0,7599,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,1,5,565,1,0,280,845,GasA,3,1,SBrkr,845,0,0,845,1,0,1,0,2,1,3,5,0,0,Detchd,1,360,3,3,Y,0,0,0,0,0,0,0,NoFence,None,0,129500,25,1,20.0,1.0,1690,0
73,60,RL,74.0,10141,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,3,3,PConc,4,3,1,1,0,1,0,832,832,GasA,4,1,SBrkr,885,833,0,1718,0,0,2,1,3,1,3,5,1,3,Attchd,3,427,3,3,Y,0,94,0,0,291,0,0,NoFence,None,0,185000,11,11,11.0,2.5,2550,385
74,20,RL,85.0,10200,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,3,3,CBlock,3,3,1,5,320,4,362,404,1086,GasA,4,1,SBrkr,1086,0,0,1086,1,0,1,0,3,1,3,5,0,0,Attchd,1,490,3,3,Y,0,0,0,0,0,0,0,GdWo,None,0,144900,56,7,21.0,1.0,2172,0
75,50,RM,60.0,5790,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,4,4,CBlock,2,3,1,1,0,1,0,840,840,GasA,4,0,SBrkr,840,765,0,1605,0,0,2,0,3,2,3,5,0,0,Detchd,1,379,3,3,Y,0,0,202,0,0,0,0,NoFence,None,0,107400,95,60,95.0,2.0,2445,202
76,180,RM,21.0,1596,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,4,6,462,1,0,0,462,GasA,3,1,SBrkr,526,462,0,988,1,0,1,0,2,1,3,5,0,0,BuiltIn,1,297,3,3,Y,120,101,0,0,0,0,0,GdWo,None,0,91000,36,36,36.0,1.0,1450,221
77,20,RL,68.12168715592648,8475,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,228,1,0,724,952,GasA,5,1,FuseA,952,0,0,952,0,0,1,0,2,1,3,5,0,0,Detchd,1,283,3,3,Y,0,0,0,0,0,0,0,NoFence,None,0,135750,52,52,52.0,1.0,1904,0
78,50,RM,50.0,8635,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,4,336,6,41,295,672,GasA,3,1,SBrkr,1072,213,0,1285,1,0,1,0,2,1,3,4,0,0,Detchd,1,240,3,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,127000,60,7,60.0,1.0,1957,0
79,90,RL,72.0,10778,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,1,0,1,0,1768,1768,GasA,3,0,SBrkr,1768,0,0,1768,0,0,2,0,4,2,3,5,0,0,NoGarage,0,0,0,0,Y,0,0,0,0,0,0,0,NoFence,None,0,136500,42,42,-40.0,2.0,3536,0
80,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0,1,0,440,440,GasA,4,1,SBrkr,682,548,0,1230,0,0,1,1,2,1,3,5,0,0,Detchd,1,440,3,3,Y,74,0,128,0,0,0,0,MnPrv,None,0,110000,99,28,43.0,1.5,1670,202
81,60,RL,100.0,13000,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,3,4,CBlock,4,3,1,3,448,1,0,448,896,GasA,3,1,SBrkr,1182,960,0,2142,0,0,2,1,4,1,4,5,1,4,Attchd,3,509,3,3,Y,0,72,0,0,252,0,0,NoFence,None,0,193500,41,41,41.0,2.5,3038,324
82,120,RM,32.0,4500,Pave,NoAlley,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,3,4,PConc,5,4,1,6,1201,1,0,36,1237,GasA,5,1,SBrkr,1337,0,0,1337,1,0,2,0,2,1,3,5,0,0,Attchd,3,405,3,3,Y,0,199,0,0,0,0,0,NoFence,None,0,153500,8,8,8.0,2.0,2574,199
83,20,RL,78.0,10206,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,3,3,PConc,4,3,1,6,33,1,0,1530,1563,GasA,5,1,SBrkr,1563,0,0,1563,0,0,2,0,3,1,4,5,1,4,Attchd,2,758,3,3,Y,144,99,0,0,0,0,0,NoFence,None,0,245000,1,1,1.0,2.0,3126,243
84,20,RL,80.0,8892,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,3,3,CBlock,3,3,1,1,0,1,0,1065,1065,GasA,4,1,SBrkr,1065,0,0,1065,0,0,1,1,3,1,3,5,0,0,Detchd,1,461,3,3,Y,74,0,0,0,0,0,0,NoFence,None,0,126500,47,47,33.0,1.5,2130,74
85,80,RL,68.19350608890156,8530,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,3,3,PConc,4,3,1,1,0,1,0,384,384,GasA,4,1,SBrkr,804,670,0,1474,0,0,2,1,3,1,3,5,1,3,BuiltIn,3,400,3,3,Y,120,72,0,0,0,0,0,NoFence,Shed,700,168500,14,13,14.0,2.5,1858,192
86,60,RL,121.0,16059,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,4,3,CBlock,4,3,1,1,0,1,0,1288,1288,GasA,5,1,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,4,5,1,3,Attchd,1,462,3,3,Y,127,82,0,0,0,0,0,NoFence,None,0,260000,15,14,15.0,2.5,3705,209
87,60,RL,122.0,11911,Pave,NoAlley,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0,1,0,684,684,GasA,5,1,SBrkr,684,876,0,1560,0,0,2,1,3,1,4,5,1,4,BuiltIn,3,400,3,3,Y,100,38,0,0,0,0,0,NoFence,None,0,174000,4,4,4.0,2.5,2244,138
88,160,FV,40.0,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,4,3,PConc,4,3,3,1,0,1,0,612,612,GasA,5,1,SBrkr,612,612,0,1224,0,0,2,1,2,1,4,5,0,0,Detchd,2,528,3,3,Y,0,234,0,0,0,0,0,NoFence,None,0,164500,0,0,0.0,2.5,1836,234
90,20,RL,60.0,8070,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,6,588,1,0,402,990,GasA,5,1,SBrkr,990,0,0,990,1,0,1,0,3,1,3,5,0,0,NoGarage,0,0,0,0,Y,0,0,0,0,0,0,0,NoFence,None,0,123600,13,12,-43.0,1.0,1980,0
91,20,RL,60.0,7200,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,3,1,FuseA,1040,0,0,1040,0,0,1,0,2,1,3,5,0,0,Detchd,1,420,3,3,Y,0,29,0,0,0,0,0,NoFence,None,0,109900,56,56,56.0,1.0,1040,29
92,20,RL,85.0,8500,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,3,3,CBlock,3,3,1,3,600,1,0,635,1235,GasA,3,1,SBrkr,1235,0,0,1235,0,0,1,0,2,1,3,5,0,0,Attchd,1,480,3,3,Y,0,0,0,0,0,0,0,GdWo,None,0,98600,45,45,45.0,1.0,2470,0
93,30,RL,80.0,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,3,1,5,713,1,0,163,876,GasA,5,1,SBrkr,964,0,0,964,1,0,1,0,2,1,3,5,0,0,Detchd,1,432,3,3,Y,0,0,44,0,0,0,0,NoFence,None,0,163500,88,3,88.0,1.0,1840,44
95,60,RL,69.0,9337,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,4,3,1,6,648,1,0,176,824,GasA,5,1,SBrkr,905,881,0,1786,1,0,2,1,3,1,4,5,0,0,Attchd,2,684,3,3,Y,0,162,0,0,0,0,0,NoFence,None,0,204750,10,10,10.0,2.5,2610,162
96,60,RL,69.80616758388713,9765,Pave,NoAlley,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,5,4,PConc,4,4,1,5,310,1,0,370,680,GasA,4,1,SBrkr,680,790,0,1470,0,0,2,1,3,1,3,5,1,3,BuiltIn,3,420,3,3,Y,232,63,0,0,0,0,0,NoFence,Shed,480,185000,16,16,16.0,2.5,2150,295
97,20,RL,78.0,10264,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,4,3,PConc,4,3,3,5,1162,1,0,426,1588,GasA,5,1,SBrkr,1588,0,0,1588,0,0,2,0,3,1,4,5,0,0,Attchd,2,472,3,3,Y,158,29,0,0,0,0,0,NoFence,None,0,214000,7,7,7.0,2.0,3176,187
98,20,RL,73.0,10921,Pave,NoAlley,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,3,3,CBlock,3,3,1,3,520,1,0,440,960,GasA,3,1,FuseF,960,0,0,960,1,0,1,0,3,1,3,5,0,0,Attchd,3,432,3,3,P,120,0,0,0,0,0,0,NoFence,None,0,94750,42,42,42.0,1.0,1920,120
99,30,RL,85.0,10625,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,5,108,1,0,350,458,GasA,2,0,SBrkr,835,0,0,835,0,0,1,0,2,1,3,5,0,0,Basment,1,366,2,3,Y,0,0,77,0,0,0,0,NoFence,Shed,400,83000,90,60,90.0,1.0,1293,77
100,20,RL,77.0,9320,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,5,569,1,0,381,950,GasA,2,1,SBrkr,1225,0,0,1225,1,0,1,1,3,1,3,5,0,0,NoGarage,0,0,0,0,Y,352,0,0,0,0,0,0,NoFence,Shed,400,128950,51,51,-40.0,1.5,2175,352
101,20,RL,70.90042696267086,10603,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,3,3,PConc,3,3,2,5,1200,1,0,410,1610,GasA,4,1,SBrkr,1610,0,0,1610,1,0,2,0,3,1,4,5,2,3,Attchd,2,480,3,3,Y,168,68,0,0,0,0,0,NoFence,None,0,205000,33,9,33.0,2.0,3220,236
102,60,RL,77.0,9206,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,4,3,CBlock,4,3,1,1,0,1,0,741,741,GasA,3,1,SBrkr,977,755,0,1732,0,0,2,1,3,1,4,5,1,3,Attchd,3,476,3,3,Y,192,46,0,0,0,0,0,NoFence,None,0,178000,25,25,25.0,2.5,2473,238
103,90,RL,64.0,7018,Pave,NoAlley,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,2,Slab,0,0,0,0,0,0,0,0,0,GasA,3,1,SBrkr,1535,0,0,1535,0,0,2,0,4,2,3,5,0,0,Attchd,1,410,3,3,Y,0,0,0,0,0,0,0,NoFence,None,0,118964,30,30,30.0,2.0,1535,0
104,20,RL,94.0,10402,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0,1,0,1226,1226,GasA,5,1,SBrkr,1226,0,0,1226,0,0,2,0,3,1,4,5,0,0,Attchd,2,740,3,3,Y,0,36,0,0,0,0,0,NoFence,None,0,198900,1,1,1.0,2.0,2452,36
105,50,RM,67.1854294296879,7758,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,3,2,PConc,3,3,1,2,224,1,0,816,1040,GasA,5,1,FuseF,1226,592,0,1818,0,0,1,1,4,1,3,5,2,3,Detchd,1,240,3,3,Y,0,0,0,0,184,0,0,NoFence,None,0,169500,76,57,56.0,1.5,2858,184
106,60,FV,75.0,9375,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,4,3,PConc,5,3,1,1,0,1,0,1053,1053,GasA,5,1,SBrkr,1053,939,0,1992,0,0,2,1,3,1,4,5,1,4,Attchd,2,648,3,3,Y,140,45,0,0,0,0,0,NoFence,None,0,250000,5,4,5.0,2.5,3045,185
107,30,RM,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,Mansard,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,2,3,1,1,0,1,0,641,641,GasA,4,1,SBrkr,1047,0,0,1047,0,0,1,0,2,1,3,5,0,0,Detchd,1,273,2,2,N,0,0,0,0,0,0,0,NoFence,Shed,450,100000,122,12,53.0,1.0,1688,0
108,20,RM,50.0,6000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,104,4,169,516,789,GasA,5,1,SBrkr,789,0,0,789,0,0,1,0,2,1,3,5,0,0,Detchd,1,250,3,3,Y,0,0,0,0,0,0,0,NoFence,None,0,115000,60,58,60.0,1.0,1578,0
109,50,RM,85.0,8500,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,3,3,1,1,0,1,0,793,793,GasW,3,0,FuseF,997,520,0,1517,0,0,2,0,3,1,2,5,0,0,NoGarage,0,0,0,0,N,0,0,144,0,0,0,0,NoFence,None,0,115000,88,2,-43.0,2.0,2310,144
110,20,RL,105.0,11751,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,3,3,CBlock,4,3,1,4,705,1,0,1139,1844,GasA,5,1,SBrkr,1844,0,0,1844,0,0,2,0,3,1,3,5,1,3,Attchd,2,546,3,3,Y,0,122,0,0,0,0,0,MnPrv,None,0,190000,33,33,33.0,2.0,3688,122
111,50,RL,75.0,9525,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,2,1,3,444,1,0,550,994,GasA,4,1,SBrkr,1216,639,0,1855,0,0,2,0,4,1,3,5,0,0,Attchd,1,325,3,3,Y,182,0,0,0,0,0,0,NoFence,None,0,136900,52,34,52.0,2.0,2849,182
112,80,RL,67.17498303943698,7750,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,6,250,1,0,134,384,GasA,5,1,SBrkr,774,656,0,1430,0,0,2,1,3,1,3,5,1,3,BuiltIn,3,400,3,3,Y,180,0,0,0,0,0,0,NoFence,None,0,180000,10,10,10.0,2.5,1814,180
113,60,RL,77.0,9965,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,220.0,4,3,PConc,5,3,3,6,984,1,0,280,1264,GasA,5,1,SBrkr,1282,1414,0,2696,1,0,2,1,4,1,5,5,1,4,BuiltIn,3,792,3,3,Y,120,184,0,0,168,0,0,NoFence,None,0,383970,0,0,0.0,2.5,3960,472
114,20,RL,84.4768168925211,21000,Pave,NoAlley,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184.0,3,4,CBlock,4,3,2,5,35,3,869,905,1809,GasA,3,1,SBrkr,2259,0,0,2259,1,0,2,0,3,1,4,5,2,4,Basment,1,450,3,3,Y,166,120,192,0,0,0,0,MnPrv,None,0,217000,54,54,54.0,2.0,4068,478
115,70,RL,61.0,7259,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,8,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,5,774,2,150,104,1028,GasA,5,1,SBrkr,1436,884,0,2320,1,0,2,1,3,1,4,5,1,3,Detchd,1,180,3,3,Y,224,0,0,0,0,0,0,MnPrv,None,0,259500,62,5,62.0,2.5,3348,224
